frequency,expenses,taste,hygiene,menu,presentation,attendance,ingredients,place.to.sit,takeaway,variation,stop.strucks,schedule,age.group,scholarity,average.income,has.work,time_afternoon,time_dawn,time_dinner,time_happy_hour,time_lunch,motivation_ads,motivation_by_chance,motivation_friend,motivation_social_network,motivation_web,gender_F,gender_M,marital.status_divorced,marital.status_married,marital.status_single,label_street_food,label_gourmet,label_italian_food,label_brazilian_food,label_mexican_food,label_chinese_food,label_japanese_food,label_arabic_food,label_snacks,label_healthy_food,label_fitness_food,label_sweets_desserts
0,20,4,3,4,5,5,5,3,3,4,1,2,2,1.5,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
0,15,5,4,3,5,5,4,2,3,3,1,2,2,1.5,5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,30,5,5,4,4,5,5,2,4,3,3,5,2,1.5,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,15,4,5,4,4,5,5,4,3,3,1,1,2,1.5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,30,5,5,4,4,4,5,5,2,3,1,1,4,1.5,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,30,4,3,3,3,4,4,5,4,4,1,1,2,1.5,6,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,20,4,5,2,4,4,5,5,1,1,1,3,2,1.5,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,20,5,5,2,5,4,4,4,3,3,2,4,1,1.5,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
0,20,4,4,2,2,3,4,1,3,2,2,2,4,5.0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,15,5,5,5,5,5,5,5,4,5,3,3,2,2.0,5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
0,30,5,5,4,4,4,4,5,3,3,2,4,2,1.5,6,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,15,5,5,4,4,4,5,4,5,4,2,2,2,1.5,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
1,20,5,5,2,4,5,4,5,4,2,4,4,2,1.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0,20,5,5,5,4,5,5,5,4,2,1,1,7,5.0,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,20,5,5,5,5,5,5,5,2,5,5,5,2,2.0,4,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,20,5,4,4,4,4,4,5,2,4,3,1,3,1.5,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,30,5,5,5,5,5,5,4,3,4,2,2,2,1.5,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0,20,5,4,3,3,4,5,3,2,4,2,2,4,1.5,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0
0,20,5,5,4,3,5,5,5,3,4,3,3,2,1.5,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,30,5,5,4,4,5,4,4,1,5,3,5,2,1.5,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1
0,20,5,5,5,5,5,5,4,3,4,3,4,2,1.5,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
2,30,4,5,4,4,5,4,3,2,3,2,5,2,1.5,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,15,5,5,4,4,4,4,4,4,3,1,3,1,1.5,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
0,15,3,3,3,3,4,3,5,3,3,3,3,5,3.0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,15,5,5,5,5,5,5,2,2,4,4,1,2,1.5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
0,20,5,5,5,5,5,5,5,2,4,2,2,3,1.5,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
1,30,5,4,4,5,4,5,3,3,4,2,1,3,3.0,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1,15,5,5,3,5,5,3,4,3,3,1,1,5,2.0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,4,5,5,4,4,2,3,1,1,4,2.0,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,5,1,3,1,4,4,4,2.0,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,20,5,5,4,5,4,5,4,3,3,4,5,8,2.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,15,5,5,3,5,5,5,5,2,3,1,1,3,1.5,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,20,5,5,4,5,4,5,3,3,4,5,5,6,2.0,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
0,15,5,5,2,4,5,5,5,2,3,4,3,1,1.0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,3,4,5,3,4,2,4,3,2,3,2.0,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
3,15,5,5,5,5,5,5,4,4,4,1,1,1,1.0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,20,5,5,5,4,5,5,4,3,3,2,1,3,1.0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3,30,5,5,4,5,4,1,5,3,3,2,2,1,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4,15,5,5,4,5,1,5,5,3,1,5,3,1,1.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1,15,2,5,4,5,5,5,3,3,4,3,4,1,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
4,20,5,4,4,2,5,5,5,2,2,4,4,1,0.0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,15,5,5,4,5,5,5,5,4,3,3,3,8,1.5,3,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,30,5,5,4,5,4,5,2,3,3,4,2,1,1.0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,15,5,4,3,2,1,5,2,4,4,4,4,3,5.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
4,20,5,4,4,4,5,5,5,3,4,3,4,2,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,15,5,5,2,4,5,4,3,2,3,1,1,1,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,15,4,4,4,2,4,4,4,2,4,4,4,1,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
3,15,4,5,1,5,4,5,3,3,2,2,1,1,0.0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,15,5,5,3,3,4,4,3,2,4,4,2,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2,15,5,5,3,3,3,5,1,3,3,2,1,2,1.0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1,15,5,5,1,4,5,4,2,1,4,4,1,4,1.0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,30,5,5,5,5,5,5,3,3,3,3,3,2,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,20,4,5,2,5,5,5,1,5,4,4,5,1,0.0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1
0,30,4,5,2,5,5,5,5,4,3,1,1,1,1.0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,20,5,5,4,5,4,5,5,4,4,1,1,1,1.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,15,5,5,4,4,5,5,5,4,4,1,1,1,1.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,15,5,3,3,4,5,4,2,4,3,1,1,1,1.5,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,15,5,5,5,5,5,5,3,2,4,3,1,1,1.0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1,15,5,5,5,5,5,5,5,3,5,3,3,1,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,30,5,5,5,4,4,4,4,2,3,3,3,2,1.0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
0,15,5,5,1,5,5,5,3,3,3,3,3,1,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4,15,4,5,3,3,4,4,3,3,4,2,2,1,1.0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
4,15,5,5,2,4,5,4,3,2,1,1,1,1,1.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2,20,5,5,4,5,4,5,5,5,4,3,3,1,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
0,20,5,5,4,5,5,5,4,4,4,3,3,1,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,15,5,5,5,5,5,5,5,3,3,3,4,1,1.0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,20,5,5,5,5,5,5,5,5,1,1,5,1,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,15,5,5,3,5,4,5,5,1,5,3,4,1,1.0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,50,5,5,4,5,5,5,5,3,4,2,1,1,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,50,5,5,4,5,5,5,5,5,4,1,5,1,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,5,5,1,3,3,3,8,2.0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
1,30,5,5,4,4,5,5,4,2,4,5,5,3,2.0,4,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1
1,20,5,4,4,4,4,5,3,3,4,5,4,2,1.5,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
0,20,5,5,4,4,4,5,4,2,5,3,2,2,1.5,5,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
1,20,5,5,4,4,4,4,4,3,4,3,2,2,1.5,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
0,15,5,5,4,4,5,4,5,3,3,2,1,4,2.0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,20,5,4,1,4,5,5,4,3,5,5,5,2,1.5,6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
0,15,5,5,4,5,5,4,4,3,2,2,4,2,1.5,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
0,15,5,5,5,5,5,5,5,5,3,3,3,2,2.0,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0
0,20,5,5,4,4,5,4,4,3,4,1,1,4,4.0,5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0
1,20,5,5,4,4,5,4,4,3,2,2,2,2,1.5,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,30,5,5,4,5,5,4,2,5,2,1,5,1,1.5,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,20,5,5,4,4,5,5,4,2,5,2,3,5,3.0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,15,4,5,4,4,4,4,5,2,4,4,4,2,1.5,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,15,5,4,4,5,5,4,4,4,4,3,4,2,1.5,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,15,5,4,4,5,5,4,4,4,4,3,4,2,1.5,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,40,5,3,5,5,5,5,5,2,5,3,5,2,1.5,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1
1,20,5,5,5,5,5,4,4,3,4,1,3,4,1.5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
1,30,5,5,4,5,3,2,2,2,5,2,4,2,1.5,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1,20,5,5,3,5,5,5,5,2,3,4,2,2,1.5,5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
0,20,5,5,4,4,5,4,4,3,2,3,4,2,1.5,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1
0,30,5,5,4,4,4,4,2,4,4,2,2,7,1.0,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,40,5,5,5,5,5,5,3,3,4,3,3,7,1.0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,40,5,5,1,3,4,4,4,2,1,2,2,5,1.0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
4,40,5,5,4,2,5,5,4,2,3,2,2,2,1.0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1
0,15,5,5,3,3,4,4,4,2,3,2,3,2,1.0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1
0,20,5,5,5,5,5,5,4,2,3,2,3,1,1.5,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,15,5,5,1,2,4,5,2,2,4,4,3,2,1.5,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,15,5,5,1,2,4,5,2,2,4,4,3,3,1.0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,15,5,5,3,4,5,5,5,2,4,1,1,1,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,30,5,5,3,3,3,4,5,4,2,2,4,1,1.0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,30,5,5,4,4,4,4,4,2,4,2,5,2,4.0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,15,5,5,5,5,5,5,4,4,3,2,2,1,1.0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,5,2,2,3,1,1,2,1.5,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1,15,5,5,4,4,5,4,2,3,2,2,4,1,1.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
0,20,5,5,5,5,5,5,5,2,3,5,4,1,1.5,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,15,5,5,3,5,5,5,4,4,4,3,3,2,1.0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,30,4,5,3,4,3,4,5,4,3,4,3,2,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
0,15,5,5,5,5,5,5,5,3,3,2,2,1,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,15,4,5,4,5,5,5,5,3,4,3,3,1,0.0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,5,5,3,3,3,3,1,1.0,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,30,5,5,4,5,5,5,5,5,5,3,1,1,0.0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,30,4,5,2,4,5,5,5,5,5,5,1,4,2.0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,15,5,5,4,5,5,5,3,3,3,2,1,1,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,20,5,5,5,5,5,5,5,1,3,3,3,2,1.5,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1
1,20,5,4,2,4,5,5,5,3,5,1,1,2,1.5,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
4,15,5,4,2,4,4,4,2,3,4,4,2,1,1.0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1
2,15,5,5,1,3,4,4,5,3,2,1,1,1,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,15,4,4,4,4,4,4,4,4,3,4,4,1,0.0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2,20,5,4,4,5,5,5,4,2,3,4,1,1,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,30,5,5,3,5,3,5,5,4,4,5,5,2,1.5,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,20,4,5,3,5,4,5,4,1,4,2,2,1,1.0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1,15,4,5,4,5,4,5,4,3,1,1,1,2,1.5,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,20,4,5,1,4,3,2,3,5,5,1,1,1,1.0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,4,4,4,4,5,3,3,3,3,2,1.5,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1,30,5,5,4,4,5,3,3,1,3,5,5,2,1.5,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,15,5,5,4,4,3,3,5,1,1,1,1,1,0.0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
2,15,5,5,4,5,4,3,1,2,3,4,5,1,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,15,5,4,5,5,5,4,5,1,2,1,1,2,1.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,5,4,3,4,1,1,4,3.0,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,15,5,5,3,4,4,5,5,3,3,1,1,4,3.0,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,20,5,5,2,4,4,3,4,3,4,4,1,3,2.0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
2,15,5,5,5,5,5,5,3,3,3,3,3,2,1.5,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2,15,5,4,2,1,5,5,3,3,3,2,2,1,0.0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,15,5,5,3,4,5,4,3,4,2,5,2,1,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,30,5,5,5,5,5,5,5,4,4,2,2,1,1.0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
0,15,2,5,1,4,3,5,2,3,3,3,4,1,0.0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,20,4,5,4,5,5,5,5,4,4,2,2,1,0.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,5,5,3,3,1,1,1,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,15,4,4,3,3,3,4,5,3,4,1,1,3,2.0,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,30,5,4,5,4,3,5,4,2,4,2,2,4,2.0,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,5,5,4,4,2,2,6,1.5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,20,5,5,5,5,5,5,2,4,2,2,2,1,0.0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,5,2,4,2,2,2,1,0.0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,5,2,4,2,2,2,1,0.0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,15,4,5,3,3,4,4,5,1,5,1,1,2,1.5,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,30,4,5,4,4,4,5,3,3,3,3,3,1,1.0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,30,5,5,5,5,5,5,5,5,1,1,1,1,1.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,1,4,4,4,2,2,2,1,1,1,1.5,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1,20,4,5,2,4,5,3,5,3,3,1,2,1,1.0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1,30,5,5,5,5,5,5,3,4,2,2,2,1,1.5,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,15,4,5,3,4,4,4,3,4,3,1,1,2,1.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
